Entry=disgust sadness happiness happiness like fear surprise
生养=0.18053240836338202 0.08382520550440661 0.0982251243405705 0.2077749565034069 0.219023396469159 0.10273988417042787 0.10787902464864718
叽咕=0.18480876564894066 0.09242687406994382 0.08236354066207113 0.20238588219596204 0.26505841919583245 0.10839332437982022 0.06456319384742962
合十=0.137137303176355 0.09879279923438875 0.03882578011959756 0.16951639197467272 0.38137582955622884 0.09074728482057508 0.08360461111818206
慌慌张张=0.22013806256328414 0.18223846135058971 0.0954147222986728 0.10989253836733433 0.08072070372647643 0.17534248781817194 0.13625302387547072
逆转=0.16735023462682228 0.09078749251560386 0.07339676673205009 0.21574308356788222 0.2606451947412712 0.11055711087115001 0.08152011694522031
重塑=0.19577915660502454 0.099765955056774 0.09574289248461444 0.14611739967025972 0.2519347754754847 0.09588360661532694 0.11477621409251561
特立独行=0.15690177808153052 0.12966025247512686 0.06589913693969925 0.16780426177652188 0.22867579221096151 0.12044517397134408 0.1306136045448159
不善言辞=0.14857921119061054 0.14509514940412702 0.05501162004578848 0.17291919070057143 0.31259410925932785 0.10384512389158088 0.061955595507993816
葱白=0.2019234096972124 0.08032512773170541 0.09520445232042629 0.14882843242896326 0.23686492610105928 0.11719410316746164 0.11965954855317165
回答=0.18013003884572945 0.09333159382183544 0.09756169037792461 0.23457075159502758 0.17089033248654575 0.11064172622695947 0.11287386664597773
怀恋=0.15642688427857476 0.22756217302114945 0.05122685584355709 0.20864572068607218 0.21855650287561754 0.09257257448694423 0.04500928880808465
缺心眼儿=0.2777577979056879 0.12013180294111757 0.2306460553259119 0.11925057772607534 0.07905431672171742 0.09954645417190187 0.07361299520758796
烫发=0.3502670679545791 0.08143857059155185 0.08112346223720164 0.14446059781418527 0.22208331263073114 0.06949756642546899 0.051129422346282094
堂堂=0.3529191242116132 0.0691024727728751 0.12433434074873574 0.17036270368464485 0.1563027986559396 0.07879616752341878 0.04818239240277267
挥汗如雨=0.16093889439556527 0.06714215096408595 0.06107500529016132 0.3368766459294215 0.22947783627449606 0.08080253914633301 0.06368692799993686
猛追=0.2100652588296025 0.09994840758569191 0.07071060107917983 0.27044232652104366 0.1640216672216111 0.11156938403289687 0.07324235472997402
展出=0.13839639852539706 0.058792361117478174 0.045467623215073985 0.19619368972220946 0.2470619840810146 0.06837432846586675 0.24571361487295995
享福=0.15856139963884933 0.12442330265299645 0.1425576154348958 0.21941534757408304 0.2383873902769285 0.07583585249403146 0.040819091928215485
忽悠=0.29002525097981874 0.1242659805580508 0.2186736134821751 0.12242771154326809 0.09601786176144195 0.08223402206946835 0.06635555960577688
累垮=0.2221907762608526 0.16848894924833394 0.10569636080540992 0.14768699728848875 0.17338538307148685 0.11061002190781313 0.07194151141761479
烹制=0.1319455066826689 0.04588784945580916 0.04068522399889397 0.1879020673858266 0.28563483894666564 0.2556728614239381 0.052271652106197546
幸运=0.14899027376906146 0.06853168187543654 0.04992342388424219 0.27411744189718856 0.3261440793415205 0.08266792260406883 0.049625176628481746
附上=0.15045650291418378 0.08273826122525672 0.044314778818059494 0.24335598253578147 0.32138696518651705 0.09066727133327565 0.06708023798692589
沉寂=0.1650502530563523 0.24063275903200818 0.06345241445517444 0.17556823641384986 0.17120900401507927 0.09952336911205117 0.08456396391548474
甜蜜蜜=0.13112327425336764 0.05214442878780066 0.029908868156916915 0.2532911912311961 0.3947755784087147 0.10186501944212867 0.036891639719875295
鸡婆=0.3160156169547697 0.12894718522293644 0.23188225689846564 0.08257889259339819 0.10018828181441576 0.0709487958725561 0.06943897064345808
向前=0.057205769531005785 0.03535589884123167 0.019522821359286964 0.19904776643554858 0.4272293422775137 0.24243275794129904 0.019205643614114302
变天=0.3003242771384963 0.12986432640438542 0.14855198950755436 0.0956954933686325 0.11766320751098479 0.13461968361012186 0.07328102245982486
抑郁=0.2619838849806135 0.22339655508490075 0.14148801276389494 0.1010266244167712 0.09479186840479269 0.12502657312999307 0.052286481219033815
拿药=0.22317749621182564 0.14808503937650874 0.1118204179326102 0.09931956837153386 0.11753819800434433 0.08878089791301967 0.21127838219015752
有气无力=0.26300781496740966 0.21375599671595266 0.17615040847684013 0.05561024561716622 0.08607632985426715 0.1388952594637784 0.06650394490458596
柔润=0.16155036616708318 0.11590834214160484 0.06006738223909489 0.1852085564907749 0.3294339364458565 0.0805828129973109 0.06724860351827473
搭建=0.1498007139482173 0.07514019789307959 0.05244551084268672 0.29997213253304805 0.22358940662754134 0.14332024134663307 0.05573179680879381
酿成=0.22596121133299005 0.28126416505042195 0.11994356508997608 0.0670821765961082 0.06786796808043644 0.1442558370263764 0.09362507682369091
赞成=0.17223099057375177 0.057490037735488435 0.17447719905899653 0.2365349577392826 0.2321753696596894 0.0737622716120759 0.053329173620715556
家教=0.2956342634969122 0.11936096487672536 0.1840431641869352 0.10376005439500409 0.10380069536212164 0.10920032473090364 0.08420053295139783
明目张胆=0.2618650048172013 0.09155463822291751 0.24452834641781354 0.0956222245255294 0.09264761209192796 0.12352243970610262 0.09025973421850766
神不守舍=0.25840504319116187 0.20581137427523394 0.19045465670844663 0.05076261528890884 0.07136139525242453 0.12324957605012557 0.09995533923369859
著称=0.14002712946510432 0.08628303336971449 0.04166327729802316 0.1643161330213599 0.24700489964638878 0.08732483218130896 0.23338069501810044
坠毁=0.21900314857293476 0.1566732793907867 0.12171784435043626 0.10565532491180896 0.2178657593324708 0.10710864227529836 0.07197600116626415
回味无穷=0.13860792612021233 0.11859553822664444 0.035953946916868415 0.21062359128979316 0.3720090943995163 0.0774789440813027 0.04673095896566257
压抑=0.27116654335278667 0.19437015815660186 0.15359336768105897 0.08997495634386557 0.11267431105535217 0.12919058583332713 0.049030077577007544
衰竭=0.26886785457648055 0.30367824159953793 0.12225734617186995 0.05446091462436525 0.08327744230042736 0.10931004430122339 0.058148156426095644
跨入=0.18652357462989963 0.05728018277334011 0.040431154521875054 0.23538049062013197 0.3682258815863782 0.06824238605033232 0.04391632981804278
车到山前必有路=0.16553678627707402 0.18046963815331735 0.07300653996597477 0.245878894190815 0.2202552614479907 0.05951737907352504 0.05533550089130311
扣除=0.22379506627022136 0.10181344565232503 0.14261830356852268 0.10272768036447835 0.10396096277473207 0.10441578118642068 0.22066876018329984
肥沃=0.17831307375347802 0.13011796648189267 0.12460885013148447 0.12944136329182448 0.15370144275367514 0.22292905253154188 0.06088825105610333
审查=0.19425486851744328 0.08829258406796436 0.14815532755478253 0.11324885109445669 0.13407618692332152 0.2598325188551407 0.06213966298689093
适逢=0.25453931269262525 0.09164166596913254 0.06341459790043268 0.22669255535294427 0.17989939009457062 0.08302990526970348 0.10078257272059123
须要=0.20694200554682626 0.10696914162353983 0.11577607091035216 0.20182816351856403 0.19261391046318144 0.0949505791952818 0.08092012874225438
着边=0.2137711564094632 0.2568019723205004 0.09597083637486356 0.17551565117763515 0.11804156826821606 0.08980478278731058 0.050094032662011095
事在人为=0.17846238552429355 0.13299999890773742 0.08939098778986121 0.13818044063299756 0.2717935030493074 0.11200518798827895 0.07716749610752406
起开=0.36336590802343915 0.09942565687154611 0.09020230721628944 0.169510875433729 0.1502554606471783 0.08667953915452764 0.04056025265329033
召回=0.21997243954357462 0.09019605013081736 0.2981866671456292 0.12976498738126274 0.13820819852941787 0.06964332262818457 0.0540283346411136
强硬=0.19835770908921554 0.06851326482693977 0.30605119880660586 0.12139607327891595 0.17632298278053576 0.0670899924006724 0.062268778817114755
无牵无挂=0.15212190728770272 0.07724065013848765 0.0506647706095242 0.25006948270144175 0.3057980306708347 0.10705247926917133 0.057052679322837654
逗趣=0.13591994815005093 0.05085089676798434 0.16946724752301628 0.2654411940604481 0.1819802594375125 0.07817112181598716 0.11816933224500074
录用=0.18241331228027577 0.1743414560450015 0.09092964562966037 0.13522495147942973 0.2098844479238342 0.14716917407538782 0.06003701256641064
同化=0.1832651658747246 0.1483015833193709 0.05422256357803546 0.13404466807575094 0.3331974173853168 0.09130519609930003 0.05566340566750133
抱负=0.1362446482144996 0.16306343441034782 0.05932269985335079 0.1094443701024529 0.18973651095156643 0.11299523273850899 0.22919310372927346
祖传=0.16085805442919252 0.06091597434034043 0.05020724236641121 0.39343383877468585 0.17559374397712552 0.06457355814039446 0.09441758797185004
装点=0.14473599005079024 0.05682798141064056 0.060232892607374806 0.2683357788190514 0.3289192639754147 0.07685505931446765 0.06409303382226061
逃逸=0.25777130685038574 0.08277708084660877 0.31631304435567464 0.059616097492248034 0.04423621913508412 0.16337287015034932 0.07591338116964949
质检=0.2103058780919342 0.10032032998289846 0.1680832171214853 0.20301377674009186 0.1408519940146392 0.07684340180728377 0.10058140224166713
护身=0.1745374909041543 0.07830829138272645 0.06492824663670678 0.20160870620600205 0.33025154206732393 0.09726078320070893 0.05310493960237754
迟钝=0.2850180093438838 0.1620742608663011 0.14804364356629712 0.13995351873031084 0.10367671942673272 0.09442921453749868 0.06680463352897584
下贱=0.33965089595260267 0.07772866771229398 0.26116079296790895 0.06967427310933053 0.046022472377681624 0.16399798185540995 0.04176491602477227
翻脸=0.3049191295267132 0.087549053573398 0.29223759903596885 0.053539529875978514 0.05605346479564888 0.1454329160465862 0.06026830714570649
临行=0.17721254381380874 0.07481841268267705 0.06890987574548345 0.23558632382421862 0.2554259583340347 0.09780553740534913 0.09024134819442828
饮水=0.23516467704650051 0.10043982496634343 0.1952747284076626 0.1490870938733385 0.13784819865361364 0.08028324608161906 0.10190223097092231
闪失=0.26170926452733584 0.06934723938344277 0.18106702560072782 0.1018746542361508 0.08715619629240834 0.15311671475722632 0.14572890520270812
鬼使神差=0.23651877827198334 0.14751126156607183 0.09508844572117726 0.09690407315844335 0.09861777303278951 0.09488885449104122 0.23047081375849351
得济=0.2877577554413429 0.17108213099376404 0.11893476799798167 0.13972923517632402 0.09659683948027996 0.11445819931364014 0.0714410715966672
封山=0.23928265316588465 0.127418449035614 0.16995233433460286 0.12574107391817002 0.15431959563965392 0.11231652292276363 0.07096937098331088
领衔=0.14933433437260274 0.06370895240377755 0.05171312906926082 0.24394395436720454 0.3195474751711112 0.09590568540017594 0.07584646921586727
见到=0.20370229504713774 0.0880854549722191 0.09095194887010723 0.23593198513503957 0.20932980133419338 0.09249857395181758 0.07949994068948557
非同寻常=0.18047287251849087 0.08624079690368078 0.06535608540792534 0.23329809123713083 0.2029482909433658 0.12202890222447452 0.10965496076493185
大打出手=0.21300053100941807 0.07760952990824609 0.19585722517099807 0.13615429052543196 0.0978485582083549 0.10393785147336207 0.17559201370418887
谈论=0.23852090928476544 0.096610601260959 0.1322683915040856 0.18294788349907054 0.1948936811018444 0.08274137321826934 0.07201716013100576
潦草=0.20608137639549168 0.22142679606400695 0.12630037409990155 0.05508289760265677 0.09230573859780943 0.15691070825491973 0.14189210898521376
机械化=0.1822922871534201 0.11762035382470931 0.03822365455636621 0.1284233112692596 0.2035418565287201 0.27171511090711864 0.05818342576040601
海市蜃楼=0.1737334864745895 0.0986428005057471 0.06209441942743631 0.1758135358821767 0.22071900558557414 0.11663984826607979 0.15235690385839645
怂恿=0.24517483507166468 0.11654184174535405 0.10620411102748877 0.15548082883219724 0.18490208506233394 0.09484720699057374 0.09684909127038764
变化多端=0.19832600681299406 0.07302873351693806 0.1544674657199803 0.1216423537324033 0.15251588211648653 0.25969803875169933 0.04032151934949832
生出=0.23453347880594755 0.09565858750930127 0.1434032926503255 0.19266141275402046 0.1581911402721856 0.09010496827705373 0.08544711973116603
冷不丁=0.36757470671691284 0.09192888931214467 0.0902006439096199 0.1358336051629537 0.08870761225568827 0.08520459569674772 0.14054994694593312
着迷=0.1398564189551889 0.11369891003732775 0.05241130712500649 0.214713422780984 0.2795996605602249 0.14630503744904652 0.05341524309222145
跨年度=0.20716936171544814 0.09356793682169265 0.12782360322557995 0.14769670841946042 0.24856020482792715 0.09604066036155023 0.07914152462834131
ccav=0.25297157461730424 0.12941158101008565 0.1580737274473891 0.1447533654313943 0.08930491914412492 0.0996347281309493 0.12585010421875245
审核=0.22015081058340555 0.06663847476718023 0.07715232186115571 0.27900791101901645 0.23176403706854923 0.06381558336766452 0.061470861333028363
打颤=0.258292690096091 0.1396951207736592 0.098941699820357 0.13658614296500043 0.14033099911141692 0.11417779431592416 0.11197555291755139
随波逐流=0.2018116944630921 0.12092710307578218 0.10218473246513937 0.18063813121096267 0.21963124404140774 0.10923436830871014 0.06557272643490575
看得起=0.20725811256928356 0.1437030224642194 0.22775165430272729 0.1268613149470856 0.09711411798040727 0.08921963936153068 0.10809213837474618
谈话=0.2069273010455172 0.12560586823718983 0.09956144612688068 0.16765779045097268 0.1702140987734474 0.11269220884342684 0.11734128652256531
本色=0.025840696981847596 0.015686282898141737 0.009437657712112102 0.1350003076427436 0.3738030020415852 0.42944242714799835 0.010789625575571338
名不虚传=0.16675779715923855 0.06583705814695812 0.11467435440741597 0.25432175249851197 0.25002311345782025 0.07618647989154904 0.0721994444385062
逃避=0.24194940181686575 0.16855775416030058 0.10371027383448832 0.08922087728196983 0.13150697823702295 0.21690674469880575 0.048147969970546746
合口=0.1846636962199086 0.0633179056910621 0.06868852747725583 0.34901276174658713 0.18922596835651087 0.08213457092312097 0.06295656958555458
劳累=0.17100395383725617 0.14235837928760403 0.11775712504606471 0.17523812746740947 0.21821196255419315 0.12009353825332401 0.055336913554148284
参展=0.17537489025632755 0.07870117128280266 0.08363325996399743 0.23723927529694389 0.2338890031353633 0.09170630467819685 0.09945609538636836
赶往=0.16792023659824287 0.10740156758637376 0.06303782752602481 0.150216767552857 0.18211841409952617 0.2693855343938891 0.05991965224308628
解乏=0.22950419081551893 0.10160726341027587 0.1351929692441121 0.20068426763075087 0.168672649965114 0.09690426068363303 0.06743439825059525
规划=0.18060395724599476 0.08873308818426275 0.08881325770050041 0.1856944175594725 0.23987637025259578 0.12064850125447427 0.09563040780269956
赞扬=0.0 0.0 0.0 0.0 1.0 0.0 0.0
快捷=0.19886455976281048 0.07124852536448954 0.1152972788792828 0.1654916438891606 0.20196506794502175 0.16827213303604857 0.0788607911231863
恶劣=0.2929685134462798 0.12307125062632633 0.3001188587626339 0.04882642054007091 0.05638159514118358 0.11597542182269571 0.06265793966080972
不赖=0.15910065400674803 0.10125266718412612 0.04694321200206401 0.27966056194862066 0.2158185239394253 0.07850455408567598 0.11871982683333993
辱骂=0.21733485853510762 0.06407315593942642 0.32145499672521555 0.06995487754051395 0.11340810563825836 0.08808043126587553 0.12569357435560255
筹资=0.18696731934482944 0.0996312779264789 0.0712418841355036 0.15388674413272008 0.13611189159447168 0.11708947624024024 0.23507140662575615
重大=0.16647800507805507 0.08093067089702606 0.13527851865705992 0.20975810079705332 0.19633368951170044 0.09517662666998494 0.11604438838912022
说三道四=0.41144669015222707 0.0601074400003273 0.33480448155773035 0.04443024722592677 0.048886053403284495 0.05797346767642586 0.042351619984078104
说实话=0.2789576836897776 0.11525389023355986 0.09516890158117296 0.1617274130773218 0.18764935998586588 0.1008831707051974 0.06035958072710463
医治=0.19114936139193978 0.17642414501906908 0.14209048907348687 0.1210676487372338 0.22292689767914414 0.09538816548061944 0.050953292618506875
伤残=0.36879454682800894 0.1460537333034103 0.1224635471133962 0.12648832369251592 0.0835256775681078 0.10531940994805188 0.04735476154650874
连锁=0.23947486229524437 0.09323977982680326 0.06775163443618962 0.18727163942887906 0.24332285555341593 0.11392301767840311 0.05501621078106464
重复=0.2455599150536329 0.14927280228615858 0.14078846650973323 0.1167574831591034 0.16587296220256195 0.11313157477088245 0.06861679601792751
翻腾=0.262456156943081 0.16597281209091422 0.14045221636952993 0.10563007131829094 0.11427441797681129 0.12789239237509067 0.083321932926282
侦察=0.02932734818297866 0.015488458181412269 0.005174688887497981 0.14634575495457922 0.5464808641285943 0.24061686519192882 0.01656602047300878
落荒而逃=0.19139480341411877 0.13695112975244095 0.06798916205154892 0.12964012106970607 0.07741838925959386 0.29070471553574756 0.10590167891684388
醋意=0.16443958933344682 0.12212806516777248 0.05810596888396512 0.2678903732045877 0.15094428882507327 0.11370443466110793 0.1227872799240467
排版=0.20293504789474734 0.11883225612994591 0.2338261052606814 0.12740790243699868 0.15378720824263148 0.08242983915173341 0.08078164088326169
到货=0.17147502260245492 0.05495246609654084 0.05685362781518742 0.29223533343550295 0.2698679777717243 0.06629112389285755 0.08832444838573199
能手=0.15859719731651875 0.05042502707305414 0.04442264778889411 0.3318346698873592 0.2700702386680878 0.0754310749078452 0.06921914435824066
生前=0.1767989036688659 0.10208903978700871 0.07509783394553886 0.19042831616401087 0.28181533002447695 0.0973045424919852 0.07646603391811346
存照=0.2186247426326686 0.07658771385813513 0.15943865081290282 0.16020723134272472 0.20957186477006703 0.09340521507540787 0.08216458150809376
了结=0.20633218705755677 0.13835302240337544 0.10312854160982993 0.1873111242985888 0.17466031227100864 0.1262434530797962 0.06397135927984432
环绕=0.1865151787222485 0.06604913007372813 0.053193000024859195 0.18045867856248027 0.3554487306093362 0.08501079351006272 0.07332448849728487
选送=0.18574143643512725 0.08640575860146854 0.05542374445804876 0.21447401003722227 0.2945017248143125 0.09029612994146231 0.0731571957123583
谈谈=0.19360943132130506 0.10364428666156492 0.08512063530782772 0.26809641144154 0.2207579410536195 0.08035179661036257 0.04841949760378009
爆菊花=0.17401062708663137 0.054551719187569195 0.16184658640718375 0.2812408522750635 0.179861728253076 0.0820424273406897 0.06644605944978632
废话=0.33892106106653946 0.07734863139618517 0.2029547580111534 0.1261390781666272 0.12769252295930547 0.07480296353910153 0.0521409848610878
神人=0.2082356838303036 0.008796684828727112 0.016871187459859764 0.4959574896064827 0.10996880398173853 0.0055944654219556075 0.15457568487093254
慷慨激昂=0.19620040849386156 0.08692831345191303 0.08785050971435496 0.1572122459520672 0.17711208621724023 0.08373804862527545 0.2109583875452875
义务劳动=0.2251833950139798 0.08992760560906683 0.2002970627962483 0.14460550853598983 0.17730824561117414 0.0990095425501641 0.06366863988337704
精明=0.19014939397775554 0.0819519812728338 0.10673093816205054 0.18786290051040294 0.21672154989499087 0.10343810895414571 0.11314512722782069
携带=0.16720506877990857 0.07411727256363346 0.12752514937195525 0.19920723247093633 0.29498560869060064 0.07406852726054 0.06289114086242574
嬉笑=0.22894867210777345 0.07341419030685328 0.05970720410703764 0.18459411161412137 0.22785060104794838 0.16623818962395176 0.05924703119231418
解人=0.25990949941999414 0.1794744288182164 0.15545401616570675 0.17902468553329917 0.0748192398515761 0.09583142430210843 0.05548670590909899
硬气=0.25179141134016675 0.12817329785149326 0.18031503925091988 0.08240523459139987 0.17465853926920583 0.09677375859450423 0.08588271910231017
小子=0.19987915167747128 0.0990083754616778 0.1221317708847176 0.2345502448069026 0.191493890958561 0.08495583182068046 0.06798073438998924
烈士=0.18169965476641414 0.0545863413904042 0.1050182072731377 0.19068591780265098 0.2523475610702256 0.1689226041536087 0.04673971354355876
上路=0.22407183339297052 0.09402440639037678 0.0979001251534395 0.2434228050730296 0.19227140381722554 0.08292721721010916 0.06538220896284896
吵人=0.25963730499233423 0.09617242289863474 0.26618678155352304 0.05154596340897219 0.04096439278537424 0.23745978771121412 0.04803334664994737
肤浅=0.2889999569347977 0.10332107221031656 0.16492949171130877 0.12822073637143894 0.15308636917755256 0.1020013865635759 0.05944098703100955
热和=0.17342076233259873 0.07406643938497832 0.05809659674697342 0.3148293139748676 0.22061787433378027 0.09612434790856206 0.06284466531823946
高高兴兴=0.24557921061223634 0.08747794930280842 0.06801932154851129 0.27436664098155483 0.1891072968425243 0.0834923382640482 0.051957242448316676
献身=0.17751386770826472 0.09791575748626541 0.0780630430770564 0.19939241539142205 0.24626418837892725 0.11517052044433773 0.08568020751372649
就坐=0.23758427429052664 0.11037884886612609 0.11420826375295008 0.22601876708126842 0.1364399632777689 0.10694644379196223 0.06842343893939763
血腥=0.2368192044147115 0.13518279546005058 0.11341954263002427 0.0908851707762443 0.10930464303184989 0.22152770091213478 0.09286094277498476
神仙=0.15887946514658385 0.1260897352053272 0.0844099898538732 0.21899945079891817 0.22644444817207515 0.11640223096512683 0.06877467985809549
下跪=0.21904065585317517 0.12275668481500845 0.2767647567122721 0.0669979109120283 0.0881479832195681 0.11995442087622356 0.10633758761172428
两败俱伤=0.21230063616170247 0.20098820650454086 0.1240448934145071 0.09912353390678479 0.1930566623548679 0.10453912131061854 0.06594694634697838
倒休=0.18064792429743623 0.05962561165234463 0.09455550888098184 0.23525812805365118 0.3222709444185435 0.06205232065627871 0.045589562040763955
人性化=0.15759250661665392 0.054419359227158945 0.06402785900453153 0.20745133829734524 0.24238501515844907 0.06513414721827218 0.20898977447758912
晴天霹雳=0.24509144050819687 0.14619791097218443 0.1970478618493081 0.10684870272254822 0.06960654422733538 0.15542500162095874 0.07978253809946827
听信=0.2559559945336811 0.1475340934593548 0.1967853914559384 0.11661729938468077 0.06718422667863164 0.11491296823928326 0.10101002624842993
一知半解=0.2811602707669201 0.20172686350036512 0.20439241437087896 0.04508594338826601 0.05380924521697506 0.14172291037829268 0.07210235237830213
超常=0.13769900300783422 0.05716154090755968 0.03524804680893306 0.21106669652868032 0.4459956302613857 0.06303481061754988 0.04979427186805716
求救=0.24809680927119465 0.19447743119286273 0.13433626591119444 0.12296969150474184 0.12639692793366653 0.11007276404861777 0.0636501101377221
狭隘=0.19480533161679328 0.11712291812601723 0.0672231508210193 0.16937888090774597 0.17639715353382474 0.20842435439887144 0.06664821059572795
误车=0.2693322553442206 0.1623262623319334 0.1311279326009915 0.11352129517582739 0.14110080646764525 0.11140889253919767 0.0711825555401843
老脸=0.3944630266776131 0.13752062093920678 0.14498071201648433 0.10040655809381414 0.0907707352050663 0.08596482261530156 0.045893524452513816
抽象=0.180264229426014 0.09081212138339677 0.06652785259838283 0.19461454371352896 0.2777553958668367 0.08814854228110575 0.10187731473073494
宽敞=0.14812730708702107 0.18021166566837285 0.049149602747917305 0.25622320285131434 0.22910238026354984 0.06957891762917541 0.06760692375264916
替补=0.20113142069325585 0.09273012523434275 0.1053304755210928 0.22881482056655736 0.17908186649983934 0.10410297797109101 0.08880831351382085
Y的=0.23704581161967597 0.10166156573838037 0.19832971191714927 0.17691447835957552 0.10207504498638767 0.1010283364515339 0.08294505092729718
不足=0.24211585051391155 0.15740673532036603 0.12842693160996688 0.10978247086080237 0.14840501177151927 0.13314626656717815 0.08071673335625563
